Attrition,Businesstravel,Dailyrate,Distancefromhome,Education,Educationfield,Employeenumber,Environmentsatisfaction,Gender,Jobinvolvement,Joblevel,Jobrole,Jobsatisfaction,Maritalstatus,Numcompaniesworked,Overtime,Percentsalaryhike,Performancerating,Relationshipsatisfaction,Standardhours,Stockoptionlevel,Trainingtimeslastyear,Worklifebalance,Yearsatcompany,Yearssincelastpromotion,Yearswithcurrmanager,Datebirth,Salary,Remotework
No,Unknown,252.78,6,3,Unknown,939,4,F,3,2,Laboratory technician,4,Single,2,Nan,17,3.0,4,Part time,0,4,3.0,2,2,2,1970,24500.0,no
No,Travel_rarely,290.04,12,1,Medical,940,1,F,4,1,Research scientist,3,Single,1,Nan,18,3.0,4,Part time,0,3,3.0,2,0,2,2000,28111.13,no
Yes,Unknown,1973.98,2,3,Medical,941,4,F,3,5,Manager,1,Unknown,5,Yes,13,3.0,4,Unknown,1,2,3.0,5,1,4,1968,53914.11,no
No,Travel_frequently,290.04,1,2,Life sciences,942,1,M,1,1,Laboratory technician,4,Unknown,3,No,14,3.0,1,Part time,1,2,3.0,2,2,0,1997,28111.13,yes
No,Travel_rarely,290.04,1,4,Unknown,943,2,M,4,1,Research scientist,4,Single,2,No,16,3.0,3,Unknown,0,2,3.0,4,1,3,1989,53914.11,no
No,Unknown,447.98,8,1,Marketing,944,3,F,3,2,Sales executive,4,Married,0,Nan,19,3.0,2,Part time,1,3,3.0,4,1,1,1996,43420.0,yes
No,Travel_rarely,265.37,8,4,Unknown,945,1,M,3,1,Sales representative,4,Unknown,1,No,16,3.0,2,Unknown,1,1,3.0,3,0,2,1988,53914.11,yes
No,Travel_rarely,290.04,18,3,Unknown,946,4,F,1,1,Laboratory technician,3,Married,3,No,21,3.0,3,Part time,2,2,3.0,2,0,2,1993,28111.13,yes
No,Unknown,670.63,8,2,Unknown,947,3,M,3,2,Sales executive,1,Unknown,5,No,17,3.0,2,Unknown,1,1,3.0,3,1,2,1989,53914.11,yes
No,Travel_rarely,324.9,25,4,Life sciences,948,25,M,3,2,Laboratory technician,3,Unknown,8,Nan,20,3.0,2,Part time,1,3,3.0,5,1,4,1971,31490.0,yes
Yes,Travel_rarely,549.3,16,3,Marketing,949,1,M,3,2,Sales executive,1,Single,5,Nan,15,3.0,3,Part time,0,3,3.0,3,0,2,1990,53240.0,no
No,Travel_rarely,290.04,20,4,Unknown,950,20,M,4,1,Research scientist,3,Single,3,No,13,3.0,3,Part time,0,0,3.0,2,2,2,1988,28111.13,no
Yes,Unknown,452.11,2,4,Unknown,951,3,F,3,1,Research scientist,3,Single,6,No,17,3.0,4,Full time,0,3,3.0,2,2,1,1995,43820.0,yes
No,Travel_rarely,290.04,13,3,Human resources,952,3,F,3,1,Human resources,2,Married,4,Nan,13,3.0,2,Part time,1,2,3.0,5,0,4,1987,28111.13,yes
No,Travel_frequently,263.4,16,4,Unknown,953,3,M,2,1,Research scientist,4,Single,1,No,16,3.0,3,Part time,0,3,3.0,5,1,3,1989,25530.0,yes
No,Unknown,290.04,3,2,Unknown,954,3,F,3,1,Human resources,4,Unknown,0,Nan,19,3.0,3,Unknown,1,1,3.0,3,0,2,1989,53914.11,no
No,Travel_rarely,612.13,4,3,Unknown,955,4,F,3,2,Healthcare representative,2,Single,9,Nan,12,3.0,4,Full time,0,2,3.0,5,2,3,1979,59330.0,yes
No,Unknown,454.28,13,4,Life sciences,956,2,F,3,2,Sales executive,4,Divorced,2,Nan,11,3.0,3,Part time,1,3,3.0,5,0,3,1991,44030.0,yes
No,Unknown,1128.11,7,2,Unknown,957,1,M,2,3,Sales executive,4,Married,7,Yes,18,3.0,4,Full time,1,3,3.0,5,0,4,1970,109340.0,no
No,Unknown,556.26,1,2,Life sciences,958,4,F,2,2,Manufacturing director,4,Unknown,6,Nan,22,3.0,1,Part time,2,2,3.0,2,2,2,2001,53914.11,no
No,Travel_rarely,290.04,8,4,Life sciences,959,1,F,4,1,Laboratory technician,4,Unknown,2,Yes,24,3.0,3,Part time,1,2,3.0,3,0,2,1979,28111.13,no
Yes,Travel_frequently,208.62,25,4,Life sciences,960,4,M,3,1,Research scientist,2,Divorced,1,Nan,19,3.0,1,Part time,1,3,3.0,10,7,8,1988,20220.0,yes
No,Unknown,439.11,4,1,Unknown,961,3,F,2,2,Sales executive,1,Unknown,1,No,12,3.0,1,Part time,0,1,3.0,5,0,3,1998,42560.0,no
No,Travel_rarely,369.37,1,3,Technical degree,962,3,M,3,1,Research scientist,1,Unknown,2,No,16,3.0,2,Unknown,1,2,3.0,4,0,2,1974,53914.11,no
No,Non-travel,290.04,19,1,Life sciences,963,1,F,2,1,Laboratory technician,4,Unknown,0,Nan,17,3.0,4,Part time,0,2,3.0,5,3,4,1999,28111.13,no
No,Travel_rarely,299.1,9,3,Marketing,964,2,F,2,1,Sales representative,2,Unknown,0,Nan,19,3.0,4,Full time,1,3,3.0,2,1,2,1985,28990.0,yes
Yes,Travel_rarely,290.04,1,3,Medical,965,2,M,2,1,Sales representative,3,Unknown,6,Yes,19,3.0,3,Part time,3,3,3.0,3,0,2,1994,28111.13,no
No,Travel_frequently,573.86,1,3,Life sciences,966,4,M,3,2,Healthcare representative,4,Married,4,Nan,13,3.0,2,Unknown,1,2,3.0,5,2,2,1980,53914.11,yes
No,Travel_rarely,556.26,5,4,Medical,967,1,F,3,2,Sales executive,4,Single,1,Nan,14,3.0,2,Part time,0,3,3.0,4,0,2,1995,53914.11,no
Yes,Travel_rarely,290.04,2,3,Unknown,968,3,M,2,1,Sales representative,3,Single,1,Nan,13,3.0,4,Part time,0,3,3.0,2,0,2,2003,28111.13,yes
No,Unknown,290.04,2,4,Life sciences,969,4,M,2,1,Sales representative,4,Single,1,Yes,18,3.0,1,Unknown,0,3,3.0,3,1,2,1976,53914.11,yes
Yes,Travel_rarely,556.26,3,1,Life sciences,970,2,M,3,2,Manufacturing director,3,Married,0,Yes,19,3.0,1,Part time,1,3,3.0,3,0,2,2001,53914.11,yes
No,Unknown,245.25,9,3,Medical,971,3,M,3,1,Research scientist,3,Divorced,5,No,18,3.0,2,Part time,1,2,3.0,2,2,2,1995,23770.0,yes
Yes,Unknown,248.03,6,3,Medical,972,4,F,3,1,Laboratory technician,1,Married,7,Nan,21,3.0,4,Part time,0,2,3.0,2,2,2,1984,24040.0,yes
No,Travel_rarely,288.79,1,4,Unknown,973,3,F,2,1,Research scientist,1,Single,3,Nan,11,3.0,2,Part time,0,1,3.0,3,0,2,1990,27990.0,no
No,Travel_rarely,290.04,7,4,Other,974,2,F,3,1,Research scientist,4,Single,2,Nan,18,3.0,3,Part time,0,6,3.0,6,0,1,1987,28111.13,yes
No,Travel_rarely,556.26,48,3,Unknown,975,3,M,3,2,Sales executive,3,Unknown,1,Nan,16,3.0,2,Unknown,0,3,3.0,5,1,0,1988,53914.11,yes
Yes,Unknown,290.04,9,2,Medical,976,3,F,2,1,Research scientist,1,Single,0,Yes,22,3.0,1,Part time,0,0,3.0,3,1,2,1992,28111.13,no
No,Travel_rarely,356.16,13,1,Life sciences,977,2,M,3,1,Research scientist,4,Single,3,Nan,18,3.0,1,Full time,0,4,3.0,3,0,2,1990,34520.0,no
No,Unknown,290.02,24,4,Unknown,978,24,M,3,1,Laboratory technician,2,Marreid,9,No,14,3.0,2,Part time,1,2,3.0,2,2,2,1996,28110.0,no
Yes,Travel_rarely,290.04,22,3,Unknown,979,1,M,3,1,Research scientist,3,Married,4,Nan,11,3.0,2,Part time,0,2,3.0,5,0,1,1993,28111.13,yes
No,Unknown,451.6,17,1,Medical,980,4,M,2,2,Manufacturing director,3,Divorced,1,No,15,3.0,2,Part time,2,6,3.0,4,3,2,1999,43770.0,no
Yes,Travel_rarely,290.04,14,4,Other,981,3,F,2,1,Laboratory technician,2,Divorced,1,Yes,24,3.0,4,Part time,1,2,3.0,4,0,2,1988,28111.13,no
Yes,Unknown,290.04,5,3,Unknown,982,2,M,3,1,Laboratory technician,2,Unknown,0,Nan,17,3.0,1,Part time,0,3,3.0,3,1,2,1993,28111.13,yes
No,Travel_rarely,437.46,6,3,Unknown,983,1,F,2,2,Healthcare representative,3,Unknown,2,No,13,3.0,4,Unknown,0,0,3.0,2,2,2,1975,53914.11,yes
No,Travel_rarely,556.26,7,2,Medical,984,4,M,3,2,Manufacturing director,3,Unknown,6,Nan,14,3.0,2,Unknown,0,6,3.0,2,2,1,1982,53914.11,no
No,Unknown,436.12,2,4,Unknown,985,1,M,3,2,Manufacturing director,4,Unknown,0,Nan,18,3.0,2,Part time,1,2,3.0,3,2,2,1996,42270.0,yes
No,Travel_rarely,404.13,10,3,Other,986,2,F,3,1,Laboratory technician,4,Unknown,1,No,20,3.0,1,Full time,1,4,3.0,3,1,2,1988,39170.0,no
Yes,Non-travel,512.67,29,2,Medical,987,2,F,1,2,Sales executive,1,Single,8,No,18,3.0,4,Part time,0,6,3.0,2,2,2,1997,49690.0,yes
No,Non-travel,290.04,8,1,Life sciences,988,2,M,2,1,Sales representative,4,Unknown,0,Nan,19,3.0,4,Part time,0,2,3.0,2,2,2,1990,28111.13,no
Yes,Unknown,210.68,2,3,Life sciences,989,1,F,3,1,Research scientist,1,Married,6,Nan,14,3.0,2,Part time,1,2,3.0,3,1,2,1997,20420.0,yes
No,Travel_frequently,291.06,3,4,Unknown,990,3,F,3,1,Research scientist,3,Unknown,3,No,16,3.0,1,Unknown,1,2,3.0,2,2,2,1985,53914.11,no
No,Unknown,1973.98,47,4,Medical,991,47,F,3,5,Research director,4,Unknown,9,No,17,3.0,4,Full time,2,0,3.0,2,2,2,1977,191324.62,yes
Yes,Unknown,290.04,9,3,Marketing,992,4,M,3,1,Sales representative,4,Single,1,Yes,14,3.0,2,Part time,0,3,3.0,2,0,2,2003,28111.13,yes
No,Unknown,1027.31,20,3,Other,993,20,F,3,2,Manufacturing director,1,Marreid,0,Nan,15,3.0,3,Unknown,1,1,3.0,6,0,2,1993,53914.11,no
No,Non-travel,290.04,8,5,Unknown,994,1,F,1,1,Laboratory technician,3,Married,1,Nan,19,3.0,4,Part time,3,4,3.0,3,1,2,1996,28111.13,no
No,Unknown,1032.49,2,1,Unknown,995,4,F,3,3,Manufacturing director,2,Married,3,No,18,3.0,2,Part time,1,4,3.0,3,1,2,1968,100071.84,yes
No,Travel_rarely,1032.49,5,3,Life sciences,996,4,F,2,3,Healthcare representative,4,Unknown,4,No,15,3.0,3,Unknown,1,2,3.0,3,1,2,1990,100071.84,yes
No,Unknown,227.71,15,2,Life sciences,997,1,F,3,1,Laboratory technician,3,Unknown,1,No,16,3.0,4,Unknown,1,5,3.0,4,2,2,1995,22070.0,yes
No,Unknown,800.22,3,1,Life sciences,998,1,F,3,2,Healthcare representative,4,Unknown,0,No,17,3.0,3,Unknown,0,1,3.0,6,0,4,1989,53914.11,yes
Yes,Unknown,290.04,25,3,Medical,999,1,F,2,1,Research scientist,2,Single,4,Yes,20,3.0,2,Part time,0,0,3.0,2,2,2,1990,28111.13,no
No,Unknown,556.26,7,3,Life sciences,1000,4,M,3,2,Sales executive,2,Married,0,No,17,3.0,3,Part time,1,3,3.0,3,0,2,1990,53914.11,no
No,Unknown,213.57,1,1,Unknown,1001,4,M,2,1,Research scientist,2,Single,1,Yes,11,3.0,3,Part time,0,6,3.0,2,2,2,2002,20700.0,yes
No,Travel_frequently,287.96,20,3,Unknown,1002,3,F,4,1,Sales representative,4,Married,0,No,12,3.0,1,Unknown,1,4,3.0,2,2,2,1992,27910.0,yes
No,Unknown,556.26,11,2,Marketing,1003,4,F,3,2,Sales executive,4,Divorced,1,Nan,11,3.0,4,Unknown,1,3,3.0,5,0,2,1988,53914.11,yes
No,Unknown,556.26,2,2,Unknown,1004,4,F,3,2,Manufacturing director,3,Single,2,No,11,3.0,4,Unknown,0,3,3.0,3,0,2,1989,53914.11,yes
Yes,Unknown,848.51,9,4,Unknown,1005,1,M,3,2,Sales executive,1,Single,0,Nan,17,3.0,1,Full time,0,3,3.0,5,0,3,1990,82240.0,no
Yes,Unknown,269.29,15,3,Medical,1006,3,F,3,1,Laboratory technician,3,Unknown,1,No,12,3.0,3,Part time,1,5,3.0,2,2,2,1992,26100.0,yes
No,Travel_rarely,591.29,25,2,Unknown,1007,3,M,2,2,Healthcare representative,4,Unknown,7,No,13,3.0,3,Full time,2,2,3.0,6,1,3,1986,57310.0,yes
No,Travel_rarely,261.96,6,3,Unknown,1008,4,F,2,1,Research scientist,3,Married,1,No,13,3.0,3,Part time,1,0,3.0,4,2,2,1996,25390.0,yes
No,Travel_frequently,245.14,4,4,Other,1009,4,F,2,1,Laboratory technician,4,Married,1,Nan,13,3.0,2,Part time,1,2,3.0,2,2,2,1988,23760.0,yes
No,Unknown,1973.98,4,4,Unknown,1010,4,M,3,5,Manager,1,Divorced,4,No,13,3.0,4,Full time,1,2,3.0,5,4,2,1967,191324.62,yes
No,Unknown,290.04,7,3,Medical,1011,1,M,3,1,Research scientist,3,Unknown,4,Yes,19,3.0,3,Part time,1,2,3.0,3,0,2,1978,28111.13,yes
No,Travel_rarely,290.04,3,3,Unknown,1012,1,F,2,1,Laboratory technician,3,Single,1,Nan,12,3.0,1,Part time,0,2,3.0,2,1,2,2003,28111.13,yes
No,Travel_frequently,1582.77,2,3,Unknown,1013,4,M,3,4,Manager,1,Unknown,2,No,22,3.0,3,Full time,1,3,3.0,2,2,2,1973,153407.07,yes
No,Unknown,1968.67,15,2,Life sciences,1014,4,F,3,5,Research director,2,Unknown,5,Nan,11,3.0,1,Full time,1,2,3.0,4,0,3,1977,190810.0,yes
No,Unknown,283.01,13,3,Other,1015,3,M,2,1,Laboratory technician,2,Married,1,No,20,3.0,3,Part time,1,2,3.0,2,2,2,1991,27430.0,yes
No,Unknown,1032.49,8,2,Unknown,1016,3,M,2,3,Sales executive,4,Married,4,Nan,11,3.0,2,Part time,1,6,3.0,13,4,12,1988,100071.84,no
No,Unknown,387.94,1,3,Life sciences,1017,1,M,3,1,Research scientist,4,Divorced,1,No,15,3.0,1,Full time,3,5,3.0,3,1,2,1994,37600.0,yes
Yes,Travel_frequently,290.04,10,2,Unknown,1018,1,M,2,1,Laboratory technician,3,Unknown,1,Nan,20,3.0,3,Unknown,0,2,3.0,2,2,2,2002,53914.11,yes
No,Travel_rarely,468.21,2,3,Marketing,1019,3,M,3,2,Sales executive,1,Unknown,0,Nan,12,3.0,4,Part time,0,3,3.0,3,0,2,1989,45380.0,yes
No,Unknown,290.04,1,4,Medical,1020,4,F,3,1,Laboratory technician,3,Single,0,Yes,11,3.0,3,Part time,0,2,3.0,4,0,2,1995,28111.13,no
No,Travel_rarely,290.04,6,1,Life sciences,1021,3,F,3,1,Research scientist,3,Married,0,Yes,14,3.0,4,Part time,0,3,3.0,3,2,2,1988,28111.13,no
No,Travel_frequently,398.98,2,3,Life sciences,1022,4,F,2,1,Laboratory technician,4,Married,1,Nan,12,3.0,2,Full time,1,2,3.0,2,2,2,1995,38670.0,no
No,Travel_rarely,214.6,1,3,Technical degree,1023,4,F,3,1,Research scientist,1,Single,2,Nan,11,3.0,2,Part time,0,2,3.0,3,1,2,1995,20800.0,no
No,Unknown,216.25,1,3,Medical,1024,4,M,3,1,Research scientist,2,Single,1,Nan,18,3.0,4,Part time,0,3,3.0,2,2,1,1998,20960.0,no
No,Unknown,290.04,23,4,Life sciences,1025,1,F,3,1,Research scientist,3,Unknown,1,Nan,12,3.0,4,Part time,2,3,3.0,2,2,2,1965,28111.13,yes
Yes,Unknown,402.79,23,3,Medical,1026,3,F,3,1,Research scientist,1,Single,0,Nan,13,3.0,1,Full time,0,2,3.0,5,0,3,1984,39040.0,no
No,Travel_rarely,477.39,6,3,Technical degree,1027,1,M,2,2,Laboratory technician,4,Married,0,No,12,3.0,1,Unknown,1,6,3.0,9,6,7,1993,46270.0,yes
No,Unknown,1582.77,46,3,Life sciences,1028,46,M,3,4,Research director,1,Marreid,4,Nan,11,3.0,2,Full time,0,2,3.0,3,1,2,1973,153407.07,yes
No,Unknown,556.26,10,2,Medical,1029,3,F,1,2,Sales executive,2,Single,1,No,13,3.0,1,Part time,0,4,3.0,19,11,9,1982,53914.11,yes
Yes,Unknown,237.51,1,3,Unknown,1030,4,M,3,1,Sales representative,2,Unknown,1,Yes,11,3.0,1,Part time,0,2,3.0,3,2,2,1992,23020.0,no
Yes,Unknown,290.04,3,3,Life sciences,1031,1,F,3,1,Laboratory technician,1,Unknown,4,No,12,3.0,3,Unknown,0,4,3.0,3,1,2,1979,53914.11,yes
No,Non-travel,290.04,16,2,Unknown,1032,3,F,3,1,Research scientist,3,Divorced,9,No,16,3.0,2,Unknown,1,0,3.0,4,0,0,1983,53914.11,yes
No,Travel_rarely,290.04,19,1,Medical,1033,4,F,3,1,Laboratory technician,4,Married,3,Nan,11,3.0,3,Part time,3,6,3.0,3,1,2,1998,28111.13,no
No,Travel_rarely,290.04,1,4,Life sciences,1034,2,F,3,1,Laboratory technician,2,Unknown,3,No,22,3.0,3,Part time,1,3,3.0,4,0,3,1983,28111.13,yes
No,Travel_rarely,1582.77,11,2,Technical degree,1035,4,M,2,4,Manufacturing director,2,Unknown,3,No,16,3.0,2,Full time,0,1,3.0,5,0,3,1972,153407.07,yes
No,Travel_frequently,523.2,2,1,Life sciences,1036,4,F,1,2,Sales executive,4,Single,3,No,20,3.0,2,Part time,0,3,3.0,6,0,0,1996,50710.0,no
Yes,Unknown,556.26,18,4,Marketing,1037,4,M,3,2,Sales executive,3,Married,0,Nan,18,3.0,3,Part time,1,0,3.0,4,3,2,1988,53914.11,yes
No,Unknown,290.04,7,3,Unknown,1038,4,F,4,1,Research scientist,3,Divorced,1,No,11,3.0,4,Part time,3,2,3.0,4,0,3,1985,28111.13,yes
Yes,Unknown,556.26,22,4,Unknown,1039,4,F,3,2,Manufacturing director,3,Married,1,Nan,15,3.0,4,Part time,2,3,3.0,10,6,7,1992,53914.11,yes
No,Unknown,1093.24,2,3,Unknown,1040,2,F,3,3,Sales executive,2,Unknown,2,Nan,11,3.0,2,Unknown,0,5,3.0,4,3,2,1972,53914.11,yes
No,Unknown,564.06,22,3,Unknown,1041,4,M,3,2,Research scientist,4,Unknown,3,Nan,14,3.0,1,Full time,2,4,3.0,6,3,3,1982,54670.0,no
No,Unknown,556.26,2,1,Marketing,1042,3,F,3,2,Sales executive,2,Married,0,Yes,13,3.0,1,Part time,3,3,3.0,3,1,2,1991,53914.11,yes
No,Travel_rarely,556.26,18,1,Life sciences,1043,1,F,4,2,Sales executive,3,Married,2,No,11,3.0,2,Unknown,0,3,3.0,3,1,2,1998,53914.11,no
No,Unknown,595.21,10,3,Marketing,1044,4,M,2,2,Sales executive,4,Married,1,Yes,11,3.0,4,Full time,0,3,3.0,6,4,4,1996,57690.0,yes
Yes,Travel_rarely,247.0,22,4,Life sciences,1045,4,M,3,1,Research scientist,3,Single,1,Yes,13,3.0,4,Part time,0,2,3.0,8,7,7,1996,23940.0,yes
No,Unknown,374.42,11,3,Medical,1046,1,M,3,1,Laboratory technician,3,Single,4,No,18,3.0,1,Full time,0,6,3.0,3,0,2,1986,36290.0,yes
No,Travel_frequently,965.92,18,2,Life sciences,1047,3,F,3,3,Manufacturing director,4,Unknown,2,No,11,3.0,3,Part time,0,2,3.0,2,2,2,1988,93620.0,yes
No,Unknown,333.15,1,3,Unknown,1048,1,F,3,1,Laboratory technician,4,Unknown,4,No,11,3.0,2,Full time,1,2,3.0,3,0,2,1998,32290.0,yes
No,Unknown,556.26,7,4,Marketing,1049,4,M,3,2,Sales executive,1,Divorced,7,No,14,3.0,2,Part time,2,3,3.0,3,0,2,1993,53914.11,yes
No,Unknown,1694.33,8,5,Life sciences,1050,1,M,3,4,Research director,2,Unknown,3,No,11,3.0,3,Full time,0,3,3.0,3,1,0,1992,164220.0,yes
No,Unknown,582.63,16,4,Marketing,1051,3,M,2,2,Sales executive,1,Unknown,4,No,13,3.0,1,Unknown,2,3,3.0,3,0,2,1987,53914.11,no
Yes,Travel_rarely,453.97,9,2,Unknown,1052,1,F,2,1,Sales representative,1,Unknown,3,No,12,3.0,1,Full time,0,2,3.0,3,2,2,1998,44000.0,yes
No,Unknown,213.16,1,2,Life sciences,1053,1,M,3,1,Research scientist,1,Unknown,2,Nan,22,3.0,4,Part time,1,3,3.0,3,1,0,1967,20660.0,yes
No,Unknown,290.04,5,5,Medical,1054,2,F,4,1,Research scientist,3,Unknown,2,Nan,12,3.0,1,Part time,0,5,3.0,4,0,3,1982,28111.13,yes
No,Travel_rarely,290.04,8,2,Unknown,1055,4,M,4,1,Human resources,2,Unknown,9,No,18,3.0,4,Part time,0,3,3.0,3,0,2,1992,28111.13,yes
Yes,Travel_frequently,290.04,2,3,Life sciences,1056,2,F,3,1,Laboratory technician,4,Unknown,6,Nan,13,3.0,3,Part time,1,2,3.0,2,2,2,1992,28111.13,yes
No,Unknown,566.02,7,3,Marketing,1057,3,F,3,2,Sales executive,1,Divorced,4,No,11,3.0,1,Unknown,3,3,3.0,2,2,2,1975,53914.11,no
Yes,Unknown,290.04,9,4,Unknown,1058,1,M,3,1,Human resources,3,Married,1,No,15,3.0,4,Unknown,0,0,3.0,2,2,2,1989,53914.11,no
No,Unknown,326.24,5,3,Life sciences,1059,3,F,2,1,Laboratory technician,3,Single,3,Nan,14,3.0,4,Unknown,0,5,3.0,5,0,3,1979,53914.11,no
No,Travel_rarely,686.21,5,4,Unknown,1060,1,F,3,2,Healthcare representative,3,Married,2,No,14,3.0,2,Full time,1,0,3.0,3,1,2,1974,66510.0,yes
No,Unknown,352.86,20,3,Life sciences,1061,4,F,3,1,Research scientist,2,Unknown,1,Nan,13,3.0,3,Full time,0,3,3.0,5,1,3,1979,34200.0,no
Yes,Unknown,300.13,1,3,Unknown,1062,1,F,3,1,Sales representative,3,Married,3,Nan,15,3.0,4,Full time,1,3,3.0,3,1,2,1995,29090.0,no
No,Travel_frequently,1032.49,2,1,Unknown,1063,2,F,3,3,Manufacturing director,3,Single,5,Nan,18,3.0,2,Unknown,0,2,3.0,2,2,2,1979,53914.11,yes
No,Travel_rarely,556.26,4,4,Life sciences,1064,4,F,3,2,Healthcare representative,3,Married,0,Nan,16,3.0,2,Part time,0,2,3.0,3,1,2,1968,53914.11,yes
No,Travel_frequently,505.35,7,3,Life sciences,1065,3,F,3,2,Sales executive,1,Single,0,Nan,14,3.0,4,Part time,0,5,3.0,4,1,3,1995,48980.0,yes
No,Travel_rarely,556.26,45,2,Medical,1066,45,M,2,2,Laboratory technician,1,Marreid,4,Nan,25,3.0,1,Part time,1,3,3.0,3,1,2,1974,53914.11,yes
No,Travel_frequently,328.1,2,1,Life sciences,1067,4,M,3,1,Laboratory technician,2,Unknown,0,No,13,3.0,3,Full time,3,3,3.0,3,0,2,1994,31800.0,no
No,Unknown,1160.1,10,3,Unknown,1068,3,F,3,3,Manager,4,Unknown,2,Nan,25,3.0,2,Full time,0,5,3.0,5,0,0,1991,112440.0,yes
Yes,Travel_frequently,290.04,3,3,Life sciences,1069,4,M,3,1,Research scientist,3,Unknown,1,No,12,3.0,1,Part time,0,2,3.0,7,7,7,1992,28111.13,yes
No,Unknown,419.82,43,2,Life sciences,1070,4,F,3,2,Healthcare representative,4,Divorced,3,Nan,18,3.0,3,Unknown,0,2,3.0,2,2,2,1983,53914.11,no
No,Travel_rarely,290.04,2,4,Life sciences,1071,3,F,3,1,Sales representative,4,Unknown,3,Yes,21,3.0,4,Part time,0,3,3.0,3,1,2,1987,28111.13,no
No,Unknown,659.49,8,4,Life sciences,1072,1,F,3,2,Sales executive,1,Unknown,2,No,13,3.0,4,Full time,1,6,3.0,2,2,2,1990,63920.0,no
No,Unknown,1032.49,14,4,Unknown,1073,14,F,3,3,Sales executive,2,Marreid,3,Nan,12,3.0,2,Unknown,1,3,3.0,4,1,3,1993,53914.11,yes
Yes,Travel_rarely,500.91,2,3,Medical,1074,3,F,3,2,Manufacturing director,2,Married,4,Nan,11,3.0,1,Unknown,2,2,3.0,5,1,4,1985,53914.11,no
No,Travel_rarely,290.04,15,4,Unknown,1075,3,M,3,1,Research scientist,1,Married,8,Nan,12,3.0,4,Part time,1,3,3.0,8,7,6,1975,28111.13,yes
No,Unknown,556.26,1,4,Unknown,1076,2,F,3,2,Research scientist,4,Unknown,9,No,17,3.0,2,Part time,1,3,3.0,2,2,1,1989,53914.11,yes
No,Travel_rarely,556.26,16,3,Life sciences,1077,2,M,3,2,Sales executive,2,Single,2,No,12,3.0,2,Part time,0,5,3.0,3,1,2,1985,53914.11,no
No,Travel_rarely,556.26,10,4,Unknown,1078,1,M,3,2,Healthcare representative,3,Single,3,Yes,16,3.0,3,Part time,0,4,3.0,5,0,4,1988,53914.11,yes
No,Unknown,290.04,10,3,Unknown,1079,4,F,4,1,Research scientist,3,Married,2,No,16,3.0,4,Unknown,1,2,3.0,2,2,2,2000,53914.11,yes
No,Unknown,556.26,6,4,Unknown,1080,1,F,4,2,Laboratory technician,1,Unknown,3,Yes,13,3.0,4,Part time,1,3,3.0,3,0,2,1987,53914.11,no
No,Travel_frequently,556.26,36,4,Unknown,1081,36,F,2,2,Healthcare representative,3,Unknown,1,No,14,3.0,2,Part time,1,3,3.0,8,7,7,1989,53914.11,no
No,Non-travel,290.04,26,2,Other,1082,2,M,2,1,Research scientist,3,Married,1,Nan,14,3.0,2,Unknown,0,2,3.0,4,1,3,2001,53914.11,yes
No,Unknown,341.71,5,4,Unknown,1083,2,M,4,1,Research scientist,4,Married,3,No,17,3.0,4,Full time,2,3,3.0,3,0,2,1991,33120.0,yes
No,Travel_frequently,556.26,2,4,Unknown,1084,4,F,3,2,Sales executive,1,Single,7,Nan,13,3.0,4,Unknown,0,3,3.0,5,0,3,1992,53914.11,no
No,Travel_rarely,556.26,12,4,Life sciences,1085,3,M,3,2,Manufacturing director,3,Married,9,Yes,12,3.0,2,Part time,2,2,3.0,3,1,1,1987,53914.11,yes
No,Unknown,321.6,19,1,Medical,1086,3,F,3,1,Research scientist,4,Single,1,No,18,3.0,3,Full time,0,2,3.0,2,2,2,2002,31170.0,no
No,Unknown,1973.98,26,4,Unknown,1087,4,M,3,5,Manager,3,Married,3,No,11,3.0,3,Full time,1,2,3.0,5,1,0,1976,191324.62,no
No,Unknown,556.26,4,3,Medical,1088,1,M,3,2,Manufacturing director,3,Unknown,0,No,13,3.0,4,Part time,0,2,3.0,9,3,8,1984,53914.11,yes
No,Unknown,1032.49,16,3,Unknown,1089,3,M,3,3,Manufacturing director,4,Unknown,6,Nan,15,3.0,4,Part time,0,2,3.0,4,3,3,1983,100071.84,yes
No,Travel_frequently,1568.46,4,5,Unknown,1090,3,F,2,4,Manager,4,Unknown,2,No,25,3.0,2,Full time,1,3,3.0,2,2,2,1975,152020.0,yes
Yes,Unknown,556.26,10,2,Medical,1091,1,F,1,2,Sales executive,4,Unknown,6,Yes,14,3.0,4,Part time,2,2,3.0,2,2,2,1988,53914.11,no
No,Travel_rarely,290.04,8,3,Medical,1092,2,M,4,1,Research scientist,3,Unknown,7,Nan,17,3.0,1,Part time,0,0,3.0,3,0,2,1996,28111.13,no
No,Unknown,266.19,2,3,Medical,1093,4,F,3,1,Research scientist,4,Single,2,No,13,3.0,3,Part time,0,0,3.0,4,1,2,1996,25800.0,yes
Yes,Travel_rarely,223.48,7,3,Unknown,1094,1,F,3,1,Laboratory technician,1,Unknown,3,Yes,14,3.0,2,Part time,0,3,3.0,4,0,3,1983,21660.0,yes
No,Unknown,556.26,10,3,Unknown,1095,3,F,2,2,Sales executive,3,Single,9,No,11,3.0,3,Part time,0,2,3.0,5,1,4,1994,53914.11,yes
